,path,prediction
363,D:/CS4243_miniproj/captcha_img/test\f3m80-0.png,iiiiiilli
364,D:/CS4243_miniproj/captcha_img/test\zngqboe9-0.png,iliiiili
365,D:/CS4243_miniproj/captcha_img/test\u0xb0l4k-0.png,iiilllii
366,D:/CS4243_miniproj/captcha_img/test\set7eeo-0.png,iiiiiii
367,D:/CS4243_miniproj/captcha_img/test\g9lyglwj-0.png,riijii1ii
368,D:/CS4243_miniproj/captcha_img/test\gqbmo-0.png,iliii
369,D:/CS4243_miniproj/captcha_img/test\uicxyc-0.png,iliili
370,D:/CS4243_miniproj/captcha_img/test\21z1y-0.png,ii1ii
371,D:/CS4243_miniproj/captcha_img/test\zkw5-0.png,illi
372,D:/CS4243_miniproj/captcha_img/test\bzb9o8f7-0.png,liiliiii
373,D:/CS4243_miniproj/captcha_img/test\4kw6xv-0.png,i11iii
374,D:/CS4243_miniproj/captcha_img/test\ol8l2s-0.png,iiilii
375,D:/CS4243_miniproj/captcha_img/test\66yeec0o-0.png,iiiiiliij1
376,D:/CS4243_miniproj/captcha_img/test\khs6-0.png,iili
377,D:/CS4243_miniproj/captcha_img/test\mciiacb-0.png,iijjiiiil
378,D:/CS4243_miniproj/captcha_img/test\o5820-0.png,liiii
379,D:/CS4243_miniproj/captcha_img/test\ccd2k-0.png,iiiii
380,D:/CS4243_miniproj/captcha_img/test\ukna-0.png,1lil
381,D:/CS4243_miniproj/captcha_img/test\4zr0ay-0.png,lli1l1
382,D:/CS4243_miniproj/captcha_img/test\xhqxfi-0.png,iillivjii1ii
383,D:/CS4243_miniproj/captcha_img/test\eq94jj-0.png,iiiilil1ii
384,D:/CS4243_miniproj/captcha_img/test\wl09-0.png,liil
385,D:/CS4243_miniproj/captcha_img/test\6dr3-0.png,iiilii
386,D:/CS4243_miniproj/captcha_img/test\p5it-0.png,iili
387,D:/CS4243_miniproj/captcha_img/test\6ip3gj8w-0.png,liiiuiiiji
388,D:/CS4243_miniproj/captcha_img/test\2iulzl-0.png,11ill1
389,D:/CS4243_miniproj/captcha_img/test\dpsf5sd-0.png,iiiili
390,D:/CS4243_miniproj/captcha_img/test\wypj-0.png,iiii
391,D:/CS4243_miniproj/captcha_img/test\y6ttxt-0.png,iiiiil
392,D:/CS4243_miniproj/captcha_img/test\botts4p-0.png,jiiuiiiiil1cliiil
393,D:/CS4243_miniproj/captcha_img/test\pf6xwe54-0.png,ilii1siil
394,D:/CS4243_miniproj/captcha_img/test\gm5klt6-0.png,ii1iill
395,D:/CS4243_miniproj/captcha_img/test\p1ci63-0.png,ulii1i
396,D:/CS4243_miniproj/captcha_img/test\txch1ms-0.png,i1liiil
397,D:/CS4243_miniproj/captcha_img/test\4nt8w-0.png,iiil1
398,D:/CS4243_miniproj/captcha_img/test\p9g6wub-0.png,iiliii
399,D:/CS4243_miniproj/captcha_img/test\khxphp-0.png,liiiii
400,D:/CS4243_miniproj/captcha_img/test\m8eca15-0.png,lliiill
401,D:/CS4243_miniproj/captcha_img/test\gh210y-0.png,iiliili
402,D:/CS4243_miniproj/captcha_img/test\ndgdk-0.png,iilil
403,D:/CS4243_miniproj/captcha_img/test\llftqg0-0.png,iiiiill
404,D:/CS4243_miniproj/captcha_img/test\6vt9-0.png,liiil
405,D:/CS4243_miniproj/captcha_img/test\be1nxzo-0.png,iiliilil1ii
406,D:/CS4243_miniproj/captcha_img/test\xvowfg-0.png,i1liil
407,D:/CS4243_miniproj/captcha_img/test\se9njc-0.png,ii1lii1
408,D:/CS4243_miniproj/captcha_img/test\i9n9a-0.png,iviii
409,D:/CS4243_miniproj/captcha_img/test\efzjeuuy-0.png,iili1iili
410,D:/CS4243_miniproj/captcha_img/test\pdoee93b-0.png,iiiiilji
411,D:/CS4243_miniproj/captcha_img/test\2m1qu1e4-0.png,illiiiii1
412,D:/CS4243_miniproj/captcha_img/test\7cbzihb3-0.png,liciili1i
413,D:/CS4243_miniproj/captcha_img/test\4dxxn2-0.png,iil11i
414,D:/CS4243_miniproj/captcha_img/test\80fntlo-0.png,uivi1ii
415,D:/CS4243_miniproj/captcha_img/test\pwpa-0.png,iiil
416,D:/CS4243_miniproj/captcha_img/test\ex2xa-0.png,1illiii1
417,D:/CS4243_miniproj/captcha_img/test\ghdb-0.png,i1lk
418,D:/CS4243_miniproj/captcha_img/test\7tei-0.png,llliii
419,D:/CS4243_miniproj/captcha_img/test\am1jamnx-0.png,iiiiiiii
420,D:/CS4243_miniproj/captcha_img/test\0yoxyw5-0.png,iiiiii1
421,D:/CS4243_miniproj/captcha_img/test\azci8sm-0.png,iicilliu
422,D:/CS4243_miniproj/captcha_img/test\muqa445-0.png,ivu1i1i
423,D:/CS4243_miniproj/captcha_img/test\t96gc9db-0.png,liiii1ii
424,D:/CS4243_miniproj/captcha_img/test\nd9oljne-0.png,iiiiiliil
425,D:/CS4243_miniproj/captcha_img/test\ff9w4m3-0.png,iii1iiiii
426,D:/CS4243_miniproj/captcha_img/test\327gm-0.png,iiiii
427,D:/CS4243_miniproj/captcha_img/test\dbj0x5-0.png,1lii1ii
428,D:/CS4243_miniproj/captcha_img/test\31qyiq-0.png,illjii
429,D:/CS4243_miniproj/captcha_img/test\iu0q5-0.png,ilil1i
430,D:/CS4243_miniproj/captcha_img/test\d5xs9bnn-0.png,iililiiii
431,D:/CS4243_miniproj/captcha_img/test\wqhw3c-0.png,ill1ilii
432,D:/CS4243_miniproj/captcha_img/test\v96l5-0.png,uiili
433,D:/CS4243_miniproj/captcha_img/test\i1yipm08-0.png,iiiiiil1
434,D:/CS4243_miniproj/captcha_img/test\skxhclvy-0.png,uiiiiili
435,D:/CS4243_miniproj/captcha_img/test\knlb9c-0.png,i1iiii
436,D:/CS4243_miniproj/captcha_img/test\he7grud-0.png,liiilci
437,D:/CS4243_miniproj/captcha_img/test\83ii1ma7-0.png,iilllilili
438,D:/CS4243_miniproj/captcha_img/test\tv3h-0.png,ili1
439,D:/CS4243_miniproj/captcha_img/test\ievnex3t-0.png,iiliiiil
440,D:/CS4243_miniproj/captcha_img/test\hptym6-0.png,1iiii1
441,D:/CS4243_miniproj/captcha_img/test\wrs4-0.png,iic1
442,D:/CS4243_miniproj/captcha_img/test\dnhr6-0.png,illlji
443,D:/CS4243_miniproj/captcha_img/test\ejpc940k-0.png,liiiiiil
444,D:/CS4243_miniproj/captcha_img/test\i2j3gfg-0.png,iii1lii
445,D:/CS4243_miniproj/captcha_img/test\wpuojf5f-0.png,iciciiiiii1li
446,D:/CS4243_miniproj/captcha_img/test\rplw7-0.png,ijlii
447,D:/CS4243_miniproj/captcha_img/test\o31lq8te-0.png,liiiii1i
448,D:/CS4243_miniproj/captcha_img/test\a0781s-0.png,li1iiilsui
449,D:/CS4243_miniproj/captcha_img/test\23osam-0.png,iiiil1
450,D:/CS4243_miniproj/captcha_img/test\do05fv7a-0.png,iiijllii
451,D:/CS4243_miniproj/captcha_img/test\d9yfbv-0.png,ililii
452,D:/CS4243_miniproj/captcha_img/test\klmv-0.png,iiii
453,D:/CS4243_miniproj/captcha_img/test\6e8ky5vl-0.png,jilliii
454,D:/CS4243_miniproj/captcha_img/test\usb3g-0.png,iiii1
455,D:/CS4243_miniproj/captcha_img/test\0wla-0.png,iiili
456,D:/CS4243_miniproj/captcha_img/test\h0n14-0.png,iiiii
457,D:/CS4243_miniproj/captcha_img/test\xpelp8-0.png,iiiil1
458,D:/CS4243_miniproj/captcha_img/test\88gtnpju-0.png,ililii1ii
459,D:/CS4243_miniproj/captcha_img/test\mikvr626-0.png,lliilllli
460,D:/CS4243_miniproj/captcha_img/test\gdg7h-0.png,lilli
461,D:/CS4243_miniproj/captcha_img/test\cpuanl-0.png,liiili
462,D:/CS4243_miniproj/captcha_img/test\d17ywi-0.png,liiuli
463,D:/CS4243_miniproj/captcha_img/test\vyxo9-0.png,iiiil
464,D:/CS4243_miniproj/captcha_img/test\5bsl06-0.png,1lii1r1i
465,D:/CS4243_miniproj/captcha_img/test\gaux8s-0.png,iiliii
466,D:/CS4243_miniproj/captcha_img/test\3b84c7sq-0.png,iiiilii
467,D:/CS4243_miniproj/captcha_img/test\0nucs59-0.png,iiiliii
468,D:/CS4243_miniproj/captcha_img/test\etfjev-0.png,ll1liii
469,D:/CS4243_miniproj/captcha_img/test\wz1l-0.png,liil
470,D:/CS4243_miniproj/captcha_img/test\tuyw-0.png,iuu1i
471,D:/CS4243_miniproj/captcha_img/test\qbap-0.png,ilil
472,D:/CS4243_miniproj/captcha_img/test\fhjk-0.png,i1iii
473,D:/CS4243_miniproj/captcha_img/test\rglu-0.png,1lviii
474,D:/CS4243_miniproj/captcha_img/test\4ll943lc-0.png,iiiiiii1
475,D:/CS4243_miniproj/captcha_img/test\mio3w55-0.png,1iiiiill
476,D:/CS4243_miniproj/captcha_img/test\98en60a-0.png,1iviili
477,D:/CS4243_miniproj/captcha_img/test\9w7u-0.png,ilii
478,D:/CS4243_miniproj/captcha_img/test\nizig-0.png,iiiii
479,D:/CS4243_miniproj/captcha_img/test\ivkgbwc-0.png,iiiiiili
480,D:/CS4243_miniproj/captcha_img/test\2y11w-0.png,iil1i
481,D:/CS4243_miniproj/captcha_img/test\g3eoac0n-0.png,i1liilii
482,D:/CS4243_miniproj/captcha_img/test\jbbjm4dp-0.png,luiiiiiili
483,D:/CS4243_miniproj/captcha_img/test\p1chhk9-0.png,iiilili
484,D:/CS4243_miniproj/captcha_img/test\fyhq8-0.png,i1lji
485,D:/CS4243_miniproj/captcha_img/test\4n6z-0.png,1i1i
486,D:/CS4243_miniproj/captcha_img/test\v7cb2d-0.png,liriii
487,D:/CS4243_miniproj/captcha_img/test\i3ijtc-0.png,ilii1iili
488,D:/CS4243_miniproj/captcha_img/test\rk5tu-0.png,iiiij
489,D:/CS4243_miniproj/captcha_img/test\8ilfoyvf-0.png,iiiiiilii1li
490,D:/CS4243_miniproj/captcha_img/test\ahmw48r0-0.png,ili
491,D:/CS4243_miniproj/captcha_img/test\b30srp-0.png,iiilill1
492,D:/CS4243_miniproj/captcha_img/test\i4yahaly-0.png,1liiiiii
493,D:/CS4243_miniproj/captcha_img/test\8ga7-0.png,iili
494,D:/CS4243_miniproj/captcha_img/test\fna1yfad-0.png,ilii1jii
495,D:/CS4243_miniproj/captcha_img/test\jzttfxjt-0.png,ii1iiiii
496,D:/CS4243_miniproj/captcha_img/test\sb88r-0.png,liiii
497,D:/CS4243_miniproj/captcha_img/test\x7mkdulu-0.png,ijiiilil
498,D:/CS4243_miniproj/captcha_img/test\skok09tv-0.png,iilii1ii
499,D:/CS4243_miniproj/captcha_img/test\icqb1t-0.png,iljiil1liil
500,D:/CS4243_miniproj/captcha_img/test\4g453z3p-0.png,iliii1iii
501,D:/CS4243_miniproj/captcha_img/test\rtlr7-0.png,l1ili1ii
502,D:/CS4243_miniproj/captcha_img/test\rrfuwfhu-0.png,i1ijljliij
503,D:/CS4243_miniproj/captcha_img/test\379cfumx-0.png,iivii1il
504,D:/CS4243_miniproj/captcha_img/test\q8hz-0.png,iij1
505,D:/CS4243_miniproj/captcha_img/test\x88o0-0.png,i1iil
506,D:/CS4243_miniproj/captcha_img/test\6lkxo5-0.png,liiiii
507,D:/CS4243_miniproj/captcha_img/test\5yr6km-0.png,ii1ii1
508,D:/CS4243_miniproj/captcha_img/test\uvt9-0.png,liil
509,D:/CS4243_miniproj/captcha_img/test\x31s3su-0.png,iil1iii
510,D:/CS4243_miniproj/captcha_img/test\42g6nr0-0.png,iiiiiiil
511,D:/CS4243_miniproj/captcha_img/test\jpquvw6-0.png,1llillli
512,D:/CS4243_miniproj/captcha_img/test\8ry9l4e-0.png,iiillil
513,D:/CS4243_miniproj/captcha_img/test\s5d59n-0.png,jliiil
514,D:/CS4243_miniproj/captcha_img/test\765xos8-0.png,liliiji
515,D:/CS4243_miniproj/captcha_img/test\6mh8nbc-0.png,iiilili
516,D:/CS4243_miniproj/captcha_img/test\xtzrp-0.png,i11i1
517,D:/CS4243_miniproj/captcha_img/test\a10n8u7a-0.png,il1iiill
518,D:/CS4243_miniproj/captcha_img/test\jajbc4x-0.png,iiii11i
519,D:/CS4243_miniproj/captcha_img/test\bkgkg-0.png,iiiiil
520,D:/CS4243_miniproj/captcha_img/test\uv4a9chi-0.png,lliiiili
521,D:/CS4243_miniproj/captcha_img/test\imr5u172-0.png,iliillii
522,D:/CS4243_miniproj/captcha_img/test\fmg72z7c-0.png,iilllii
523,D:/CS4243_miniproj/captcha_img/test\m83m1d6o-0.png,1l1iiii1
524,D:/CS4243_miniproj/captcha_img/test\5d7659-0.png,i1iiii
525,D:/CS4243_miniproj/captcha_img/test\cb0zfw-0.png,i1jii1i
526,D:/CS4243_miniproj/captcha_img/test\d9bb-0.png,ilii
527,D:/CS4243_miniproj/captcha_img/test\guvl-0.png,iiii
528,D:/CS4243_miniproj/captcha_img/test\ycxb-0.png,l11i
529,D:/CS4243_miniproj/captcha_img/test\4eb0ys-0.png,jlliii
530,D:/CS4243_miniproj/captcha_img/test\pwarq-0.png,ui1ii
531,D:/CS4243_miniproj/captcha_img/test\e0hie-0.png,iiii
532,D:/CS4243_miniproj/captcha_img/test\rmg504-0.png,iiiiiiiii
533,D:/CS4243_miniproj/captcha_img/test\85yt3-0.png,liiii
534,D:/CS4243_miniproj/captcha_img/test\c0u7m-0.png,i111i
535,D:/CS4243_miniproj/captcha_img/test\imetse6c-0.png,riii1ilii
536,D:/CS4243_miniproj/captcha_img/test\nisie1-0.png,1jii9i
537,D:/CS4243_miniproj/captcha_img/test\aiwh-0.png,iiiii
538,D:/CS4243_miniproj/captcha_img/test\3v02-0.png,ilii
539,D:/CS4243_miniproj/captcha_img/test\sml0n3dv-0.png,iiiiliil
540,D:/CS4243_miniproj/captcha_img/test\u29s-0.png,i1ji
541,D:/CS4243_miniproj/captcha_img/test\ssut-0.png,iiii
542,D:/CS4243_miniproj/captcha_img/test\1ed0i9xz-0.png,i1lilili
543,D:/CS4243_miniproj/captcha_img/test\4edetz3-0.png,lliiiii
544,D:/CS4243_miniproj/captcha_img/test\0col7w-0.png,iiilii
545,D:/CS4243_miniproj/captcha_img/test\ufze-0.png,iiii
546,D:/CS4243_miniproj/captcha_img/test\nwtct-0.png,illii
547,D:/CS4243_miniproj/captcha_img/test\umygl4rs-0.png,iiljii1j
548,D:/CS4243_miniproj/captcha_img/test\uit6-0.png,ijiii
549,D:/CS4243_miniproj/captcha_img/test\lshlfbdi-0.png,iliiiirll
550,D:/CS4243_miniproj/captcha_img/test\g399jxe2-0.png,iiiili1i
551,D:/CS4243_miniproj/captcha_img/test\jils-0.png,iiii
552,D:/CS4243_miniproj/captcha_img/test\x9rusb1-0.png,i1liuii
553,D:/CS4243_miniproj/captcha_img/test\jkgtgsg-0.png,1ilciii
554,D:/CS4243_miniproj/captcha_img/test\pkf116-0.png,1il1lil
555,D:/CS4243_miniproj/captcha_img/test\co6pmuf-0.png,iiiiii1
556,D:/CS4243_miniproj/captcha_img/test\ci82-0.png,vi1iv
557,D:/CS4243_miniproj/captcha_img/test\i2d24k-0.png,ril1lii1i
558,D:/CS4243_miniproj/captcha_img/test\0pv2w1t-0.png,i1iilii
559,D:/CS4243_miniproj/captcha_img/test\9snz6yol-0.png,iiiillii
560,D:/CS4243_miniproj/captcha_img/test\80qkq-0.png,iiiii
561,D:/CS4243_miniproj/captcha_img/test\rwc5wmx-0.png,ilii11i
562,D:/CS4243_miniproj/captcha_img/test\wlt1oo-0.png,1iii1j
563,D:/CS4243_miniproj/captcha_img/test\1dy0p-0.png,liiii
564,D:/CS4243_miniproj/captcha_img/test\b4bo0u-0.png,liiii1iiili
565,D:/CS4243_miniproj/captcha_img/test\3mtklt8z-0.png,li1iil11iiiiiiiljil1i
566,D:/CS4243_miniproj/captcha_img/test\x61t0z-0.png,1llill
567,D:/CS4243_miniproj/captcha_img/test\f48o-0.png,uili
568,D:/CS4243_miniproj/captcha_img/test\7n9jlm-0.png,iiliii
569,D:/CS4243_miniproj/captcha_img/test\ciixax-0.png,i1i1ii
570,D:/CS4243_miniproj/captcha_img/test\vxtq4-0.png,lllii
571,D:/CS4243_miniproj/captcha_img/test\yaavh21e-0.png,ii11iiii
572,D:/CS4243_miniproj/captcha_img/test\ugvgbp9-0.png,i1ii11i
573,D:/CS4243_miniproj/captcha_img/test\jdptyt0y-0.png,iir11iil
574,D:/CS4243_miniproj/captcha_img/test\mf2p98q-0.png,iiliili
575,D:/CS4243_miniproj/captcha_img/test\4pz2t1zb-0.png,iliiiili
576,D:/CS4243_miniproj/captcha_img/test\1awqu-0.png,1i1ii
577,D:/CS4243_miniproj/captcha_img/test\xk798xe-0.png,llllili
578,D:/CS4243_miniproj/captcha_img/test\dbs1ca45-0.png,ijiiliil
579,D:/CS4243_miniproj/captcha_img/test\wwnvowv2-0.png,viiciii1l
580,D:/CS4243_miniproj/captcha_img/test\ckxl-0.png,illi
581,D:/CS4243_miniproj/captcha_img/test\kprd-0.png,iiii
582,D:/CS4243_miniproj/captcha_img/test\3r677-0.png,iiiii
583,D:/CS4243_miniproj/captcha_img/test\dydqsftd-0.png,iiiiiiii
584,D:/CS4243_miniproj/captcha_img/test\eqenl-0.png,ill1i
585,D:/CS4243_miniproj/captcha_img/test\94k7yft-0.png,11iiiii
586,D:/CS4243_miniproj/captcha_img/test\iwpf9p-0.png,liiiii
587,D:/CS4243_miniproj/captcha_img/test\95j98se-0.png,jiiiiii
588,D:/CS4243_miniproj/captcha_img/test\iackdv2-0.png,liiiiii
589,D:/CS4243_miniproj/captcha_img/test\r2op4-0.png,iliii
590,D:/CS4243_miniproj/captcha_img/test\ddq99w-0.png,1iliul
591,D:/CS4243_miniproj/captcha_img/test\nfhgxq-0.png,1liiil
592,D:/CS4243_miniproj/captcha_img/test\affv2-0.png,iiili
593,D:/CS4243_miniproj/captcha_img/test\sryx-0.png,l1ii
594,D:/CS4243_miniproj/captcha_img/test\eznvbmw-0.png,iiijilii1
595,D:/CS4243_miniproj/captcha_img/test\0chnm34-0.png,ii
596,D:/CS4243_miniproj/captcha_img/test\kevp4bh2-0.png,iiiillii
597,D:/CS4243_miniproj/captcha_img/test\t7zyxx-0.png,ijiiii
598,D:/CS4243_miniproj/captcha_img/test\2o6f-0.png,c1li
599,D:/CS4243_miniproj/captcha_img/test\uwgf2-0.png,i1il1
600,D:/CS4243_miniproj/captcha_img/test\nb43cy-0.png,iiilii1li1ill
601,D:/CS4243_miniproj/captcha_img/test\uqdd8-0.png,iiiii
602,D:/CS4243_miniproj/captcha_img/test\n4yvfz-0.png,iiliii
603,D:/CS4243_miniproj/captcha_img/test\3mlhaz-0.png,il1i
604,D:/CS4243_miniproj/captcha_img/test\1k94-0.png,iliu
605,D:/CS4243_miniproj/captcha_img/test\j6q31-0.png,iivii1
606,D:/CS4243_miniproj/captcha_img/test\l5gh2m4k-0.png,iiliiili
607,D:/CS4243_miniproj/captcha_img/test\9x4a-0.png,liii
608,D:/CS4243_miniproj/captcha_img/test\wq9b-0.png,1l1i
609,D:/CS4243_miniproj/captcha_img/test\ipqyqd-0.png,iiiiii
610,D:/CS4243_miniproj/captcha_img/test\fxy5kcx-0.png,1iijlii1iiii1
611,D:/CS4243_miniproj/captcha_img/test\gk9zgds-0.png,1iii1il
612,D:/CS4243_miniproj/captcha_img/test\hc5rx39-0.png,i11ilii
613,D:/CS4243_miniproj/captcha_img/test\nurb3d-0.png,iliiiil
614,D:/CS4243_miniproj/captcha_img/test\f40duv-0.png,iiiili
615,D:/CS4243_miniproj/captcha_img/test\yogyk-0.png,ilili
616,D:/CS4243_miniproj/captcha_img/test\twtk-0.png,ili1
617,D:/CS4243_miniproj/captcha_img/test\m1nvsk-0.png,iiii
618,D:/CS4243_miniproj/captcha_img/test\w8mv3xv-0.png,iiiiiill
619,D:/CS4243_miniproj/captcha_img/test\6jgczv-0.png,iil1
620,D:/CS4243_miniproj/captcha_img/test\am3zutsp-0.png,iilii1ii
621,D:/CS4243_miniproj/captcha_img/test\qavk-0.png,lii1
622,D:/CS4243_miniproj/captcha_img/test\qq1o4o-0.png,ii1iili
623,D:/CS4243_miniproj/captcha_img/test\jp6r-0.png,vilil
624,D:/CS4243_miniproj/captcha_img/test\60rk8nk7-0.png,iiliilli
625,D:/CS4243_miniproj/captcha_img/test\zztd6-0.png,lilill
626,D:/CS4243_miniproj/captcha_img/test\os9ul-0.png,1ii1
627,D:/CS4243_miniproj/captcha_img/test\dr1f-0.png,iili
628,D:/CS4243_miniproj/captcha_img/test\kgi2zx9p-0.png,lliil1lii
629,D:/CS4243_miniproj/captcha_img/test\kdd8gyk-0.png,iiiiiiliili
630,D:/CS4243_miniproj/captcha_img/test\7q0s9-0.png,iii1i
631,D:/CS4243_miniproj/captcha_img/test\ehk38v-0.png,uiiiij
632,D:/CS4243_miniproj/captcha_img/test\agti-0.png,liii
633,D:/CS4243_miniproj/captcha_img/test\z2m7-0.png,iiii
634,D:/CS4243_miniproj/captcha_img/test\5ns95-0.png,iii1l
635,D:/CS4243_miniproj/captcha_img/test\jmike663-0.png,ivliiii1i
636,D:/CS4243_miniproj/captcha_img/test\l1ba-0.png,iiiii
637,D:/CS4243_miniproj/captcha_img/test\g1sj8c-0.png,iicliii
638,D:/CS4243_miniproj/captcha_img/test\ldiw-0.png,li1i
639,D:/CS4243_miniproj/captcha_img/test\8u7c6-0.png,1ili
640,D:/CS4243_miniproj/captcha_img/test\o7vcb93s-0.png,ili1iilii
641,D:/CS4243_miniproj/captcha_img/test\t4bwrwp-0.png,1liiiii
642,D:/CS4243_miniproj/captcha_img/test\wopik-0.png,il1l1l
643,D:/CS4243_miniproj/captcha_img/test\xun9-0.png,iii1
644,D:/CS4243_miniproj/captcha_img/test\7h0a-0.png,iiil
645,D:/CS4243_miniproj/captcha_img/test\vecqb-0.png,jiijl
646,D:/CS4243_miniproj/captcha_img/test\qeltw3mx-0.png,l1iiclii
647,D:/CS4243_miniproj/captcha_img/test\48qgg4t-0.png,liilili
648,D:/CS4243_miniproj/captcha_img/test\ja37ao13-0.png,iilliii11iii
649,D:/CS4243_miniproj/captcha_img/test\k7hm95v-0.png,iillili
650,D:/CS4243_miniproj/captcha_img/test\0gil-0.png,llil
651,D:/CS4243_miniproj/captcha_img/test\jh02fn3a-0.png,ljiiili1
652,D:/CS4243_miniproj/captcha_img/test\3g79jlr-0.png,uiiiciii
653,D:/CS4243_miniproj/captcha_img/test\s29j-0.png,1lii1
654,D:/CS4243_miniproj/captcha_img/test\j227gma8-0.png,iliii
655,D:/CS4243_miniproj/captcha_img/test\2oa73-0.png,11iii
656,D:/CS4243_miniproj/captcha_img/test\m8gwskd-0.png,liilul1
657,D:/CS4243_miniproj/captcha_img/test\wkvh-0.png,1u1i
658,D:/CS4243_miniproj/captcha_img/test\vcdsf-0.png,ilili
659,D:/CS4243_miniproj/captcha_img/test\bf90d36-0.png,iiiii1iiili1i
660,D:/CS4243_miniproj/captcha_img/test\rcnsiy-0.png,iiiilu
661,D:/CS4243_miniproj/captcha_img/test\ns45-0.png,1ji
662,D:/CS4243_miniproj/captcha_img/test\ukpaowzr-0.png,iji1liliiii
663,D:/CS4243_miniproj/captcha_img/test\8py2-0.png,iiii
664,D:/CS4243_miniproj/captcha_img/test\ka0c2tco-0.png,iiir1iiiuj
665,D:/CS4243_miniproj/captcha_img/test\xeoav-0.png,isiiil
666,D:/CS4243_miniproj/captcha_img/test\kqs6ioi-0.png,lic1iili1
667,D:/CS4243_miniproj/captcha_img/test\fxb3wssu-0.png,iiili1li
668,D:/CS4243_miniproj/captcha_img/test\26pw3-0.png,iliii
669,D:/CS4243_miniproj/captcha_img/test\s2ln-0.png,lill
670,D:/CS4243_miniproj/captcha_img/test\qgud508-0.png,ii9cii1
671,D:/CS4243_miniproj/captcha_img/test\jq1hrs-0.png,i1v1ii
672,D:/CS4243_miniproj/captcha_img/test\9tjryy-0.png,iiiiil
673,D:/CS4243_miniproj/captcha_img/test\9ic2560-0.png,ii1iliii
674,D:/CS4243_miniproj/captcha_img/test\ermoo4-0.png,liiill
675,D:/CS4243_miniproj/captcha_img/test\3g34h-0.png,i1irv
676,D:/CS4243_miniproj/captcha_img/test\w6w78fr-0.png,iiiiill
677,D:/CS4243_miniproj/captcha_img/test\4rlub61-0.png,lii
678,D:/CS4243_miniproj/captcha_img/test\m7otcn6-0.png,iviiill
679,D:/CS4243_miniproj/captcha_img/test\1imwt-0.png,iliill1
680,D:/CS4243_miniproj/captcha_img/test\dogbl-0.png,llili
681,D:/CS4243_miniproj/captcha_img/test\7xfza9sy-0.png,iii1ilii
682,D:/CS4243_miniproj/captcha_img/test\alj0qd-0.png,iiiii1
683,D:/CS4243_miniproj/captcha_img/test\eqyl-0.png,ii1i
684,D:/CS4243_miniproj/captcha_img/test\qendxna-0.png,iiiilii
685,D:/CS4243_miniproj/captcha_img/test\qv6vn3-0.png,illill
686,D:/CS4243_miniproj/captcha_img/test\7iiyi4h-0.png,uiiiiliiiiui
687,D:/CS4243_miniproj/captcha_img/test\qyro-0.png,un1i
688,D:/CS4243_miniproj/captcha_img/test\j1er1x92-0.png,ii1iiilli
689,D:/CS4243_miniproj/captcha_img/test\iml41oq-0.png,lilijiil
690,D:/CS4243_miniproj/captcha_img/test\exz3r1y4-0.png,ii1lliiiii
691,D:/CS4243_miniproj/captcha_img/test\n4pkksmh-0.png,iiillii1
692,D:/CS4243_miniproj/captcha_img/test\wa7z-0.png,ivij
693,D:/CS4243_miniproj/captcha_img/test\glsq6wv-0.png,iiiiiji
694,D:/CS4243_miniproj/captcha_img/test\d4ag-0.png,il1i
695,D:/CS4243_miniproj/captcha_img/test\8vvo6nxj-0.png,i1iiiili
696,D:/CS4243_miniproj/captcha_img/test\bi4tc1t-0.png,ilii1li
697,D:/CS4243_miniproj/captcha_img/test\tzubvo-0.png,iiiili
698,D:/CS4243_miniproj/captcha_img/test\56zqhv-0.png,ililiii
699,D:/CS4243_miniproj/captcha_img/test\uykm5t-0.png,iiijiliiiliili
700,D:/CS4243_miniproj/captcha_img/test\ck2pg9-0.png,iiliii
701,D:/CS4243_miniproj/captcha_img/test\8vks9h-0.png,iiilii
702,D:/CS4243_miniproj/captcha_img/test\q9mqu13-0.png,illi1iliiiii
703,D:/CS4243_miniproj/captcha_img/test\x6i6k-0.png,liiil
704,D:/CS4243_miniproj/captcha_img/test\ckowcc3w-0.png,iliiiiji
705,D:/CS4243_miniproj/captcha_img/test\hw6ta6-0.png,iiiuii
706,D:/CS4243_miniproj/captcha_img/test\2x7qps0-0.png,iiiiii1
707,D:/CS4243_miniproj/captcha_img/test\knrs2rq-0.png,iiviiul
708,D:/CS4243_miniproj/captcha_img/test\7uygzl-0.png,iiiiii
709,D:/CS4243_miniproj/captcha_img/test\5ax4gqv8-0.png,lliii11l
710,D:/CS4243_miniproj/captcha_img/test\x4t1-0.png,iii1
711,D:/CS4243_miniproj/captcha_img/test\40q5v7l2-0.png,iiil1iil
712,D:/CS4243_miniproj/captcha_img/test\8sjkrn-0.png,iiiiii
713,D:/CS4243_miniproj/captcha_img/test\y6ench2-0.png,liiilil
714,D:/CS4243_miniproj/captcha_img/test\t1jut-0.png,clii1
715,D:/CS4243_miniproj/captcha_img/test\cq4xj-0.png,li11i
716,D:/CS4243_miniproj/captcha_img/test\0qtjdlvt-0.png,1iiiiiii
717,D:/CS4243_miniproj/captcha_img/test\tw1svg-0.png,iiiiil
718,D:/CS4243_miniproj/captcha_img/test\x1q3-0.png,lili
719,D:/CS4243_miniproj/captcha_img/test\rgmvx-0.png,l1ili
720,D:/CS4243_miniproj/captcha_img/test\7udyuhg-0.png,iiiiiul
721,D:/CS4243_miniproj/captcha_img/test\ot7jays9-0.png,irllrl
