,path,prediction
354,D:/CS4243_miniproj/captcha_img/test\maxxg-0.png,wwi0m
355,D:/CS4243_miniproj/captcha_img/test\it99jw8-0.png,wwwwwpmwp
356,D:/CS4243_miniproj/captcha_img/test\n8dz4i-0.png,wwww7w
357,D:/CS4243_miniproj/captcha_img/test\hm5osaq-0.png,wpmwuww
358,D:/CS4243_miniproj/captcha_img/test\oulos91y-0.png,wwwwiwm
359,D:/CS4243_miniproj/captcha_img/test\ss3g4-0.png,om7wp
360,D:/CS4243_miniproj/captcha_img/test\vq2rlsh-0.png,wwwmwwm
361,D:/CS4243_miniproj/captcha_img/test\n1gmmpy-0.png,wwwwwmw
362,D:/CS4243_miniproj/captcha_img/test\jo9x-0.png,whwu
363,D:/CS4243_miniproj/captcha_img/test\f3m80-0.png,pwwwwwwwm
364,D:/CS4243_miniproj/captcha_img/test\zngqboe9-0.png,wwwuhpwp
365,D:/CS4243_miniproj/captcha_img/test\u0xb0l4k-0.png,4ppww8m7
366,D:/CS4243_miniproj/captcha_img/test\set7eeo-0.png,wpippww
367,D:/CS4243_miniproj/captcha_img/test\g9lyglwj-0.png,wwwmpwpwp
368,D:/CS4243_miniproj/captcha_img/test\gqbmo-0.png,ww64w
369,D:/CS4243_miniproj/captcha_img/test\uicxyc-0.png,wwpppw
370,D:/CS4243_miniproj/captcha_img/test\21z1y-0.png,mwwww
371,D:/CS4243_miniproj/captcha_img/test\zkw5-0.png,wmwm
372,D:/CS4243_miniproj/captcha_img/test\bzb9o8f7-0.png,wwwwwmwh
373,D:/CS4243_miniproj/captcha_img/test\4kw6xv-0.png,wmwwmw
374,D:/CS4243_miniproj/captcha_img/test\ol8l2s-0.png,wwwwww
375,D:/CS4243_miniproj/captcha_img/test\66yeec0o-0.png,ww3wwowoww
376,D:/CS4243_miniproj/captcha_img/test\khs6-0.png,wwwp
377,D:/CS4243_miniproj/captcha_img/test\mciiacb-0.png,mwwwwpmmw
378,D:/CS4243_miniproj/captcha_img/test\o5820-0.png,wwwwp
379,D:/CS4243_miniproj/captcha_img/test\ccd2k-0.png,pwwww
380,D:/CS4243_miniproj/captcha_img/test\ukna-0.png,wwww
381,D:/CS4243_miniproj/captcha_img/test\4zr0ay-0.png,wwwwwp
382,D:/CS4243_miniproj/captcha_img/test\xhqxfi-0.png,hwwwwwwwwwpu
383,D:/CS4243_miniproj/captcha_img/test\eq94jj-0.png,p7ppmwpwwp
384,D:/CS4243_miniproj/captcha_img/test\wl09-0.png,wwww
385,D:/CS4243_miniproj/captcha_img/test\6dr3-0.png,wwpmww
386,D:/CS4243_miniproj/captcha_img/test\p5it-0.png,mpwu
387,D:/CS4243_miniproj/captcha_img/test\6ip3gj8w-0.png,wupwwpwmpw
388,D:/CS4243_miniproj/captcha_img/test\2iulzl-0.png,womwww
389,D:/CS4243_miniproj/captcha_img/test\dpsf5sd-0.png,uw4cmp
390,D:/CS4243_miniproj/captcha_img/test\wypj-0.png,pwpm
391,D:/CS4243_miniproj/captcha_img/test\y6ttxt-0.png,pwwhww
392,D:/CS4243_miniproj/captcha_img/test\botts4p-0.png,mmw43wwww6wwwwww7
393,D:/CS4243_miniproj/captcha_img/test\pf6xwe54-0.png,mwmwwwpww
394,D:/CS4243_miniproj/captcha_img/test\gm5klt6-0.png,www3www
395,D:/CS4243_miniproj/captcha_img/test\p1ci63-0.png,wwpw7m
396,D:/CS4243_miniproj/captcha_img/test\txch1ms-0.png,umwwwph
397,D:/CS4243_miniproj/captcha_img/test\4nt8w-0.png,wwwmw
398,D:/CS4243_miniproj/captcha_img/test\p9g6wub-0.png,mwwwww
399,D:/CS4243_miniproj/captcha_img/test\khxphp-0.png,umwww7
400,D:/CS4243_miniproj/captcha_img/test\m8eca15-0.png,pwmwwwm
401,D:/CS4243_miniproj/captcha_img/test\gh210y-0.png,wwwmmww
402,D:/CS4243_miniproj/captcha_img/test\ndgdk-0.png,wmpmw
403,D:/CS4243_miniproj/captcha_img/test\llftqg0-0.png,w7wpwww
404,D:/CS4243_miniproj/captcha_img/test\6vt9-0.png,wwwwm
405,D:/CS4243_miniproj/captcha_img/test\be1nxzo-0.png,wwhwwwwwmww
406,D:/CS4243_miniproj/captcha_img/test\xvowfg-0.png,wwwwom
407,D:/CS4243_miniproj/captcha_img/test\se9njc-0.png,umiwwww
408,D:/CS4243_miniproj/captcha_img/test\i9n9a-0.png,wwhmw
409,D:/CS4243_miniproj/captcha_img/test\efzjeuuy-0.png,wwwwwppww
410,D:/CS4243_miniproj/captcha_img/test\pdoee93b-0.png,wwwmww7p
411,D:/CS4243_miniproj/captcha_img/test\2m1qu1e4-0.png,wwp7wwwpw
412,D:/CS4243_miniproj/captcha_img/test\7cbzihb3-0.png,wphwwiwww
413,D:/CS4243_miniproj/captcha_img/test\4dxxn2-0.png,kwwmwp
414,D:/CS4243_miniproj/captcha_img/test\80fntlo-0.png,wwwwwww
415,D:/CS4243_miniproj/captcha_img/test\pwpa-0.png,pwww
416,D:/CS4243_miniproj/captcha_img/test\ex2xa-0.png,wwwwpwww
417,D:/CS4243_miniproj/captcha_img/test\ghdb-0.png,wwww
418,D:/CS4243_miniproj/captcha_img/test\7tei-0.png,w7wmww
419,D:/CS4243_miniproj/captcha_img/test\am1jamnx-0.png,www7wwww
420,D:/CS4243_miniproj/captcha_img/test\0yoxyw5-0.png,www7www
421,D:/CS4243_miniproj/captcha_img/test\azci8sm-0.png,6wwwwwww
422,D:/CS4243_miniproj/captcha_img/test\muqa445-0.png,whwmpmm
423,D:/CS4243_miniproj/captcha_img/test\t96gc9db-0.png,wowwwpww
424,D:/CS4243_miniproj/captcha_img/test\nd9oljne-0.png,wwwwwnwhw
425,D:/CS4243_miniproj/captcha_img/test\ff9w4m3-0.png,iwwww7www
426,D:/CS4243_miniproj/captcha_img/test\327gm-0.png,mwwpw
427,D:/CS4243_miniproj/captcha_img/test\dbj0x5-0.png,www7wmw
428,D:/CS4243_miniproj/captcha_img/test\31qyiq-0.png,wwmwpw
429,D:/CS4243_miniproj/captcha_img/test\iu0q5-0.png,pwwwww
430,D:/CS4243_miniproj/captcha_img/test\d5xs9bnn-0.png,wwwwmwppw
431,D:/CS4243_miniproj/captcha_img/test\wqhw3c-0.png,wwwwwwwp
432,D:/CS4243_miniproj/captcha_img/test\v96l5-0.png,wwwww
433,D:/CS4243_miniproj/captcha_img/test\i1yipm08-0.png,wwwwwmww
434,D:/CS4243_miniproj/captcha_img/test\skxhclvy-0.png,pwwwwww7
435,D:/CS4243_miniproj/captcha_img/test\knlb9c-0.png,wwmwmw
436,D:/CS4243_miniproj/captcha_img/test\he7grud-0.png,uwww6wp
437,D:/CS4243_miniproj/captcha_img/test\83ii1ma7-0.png,wwwppwpwww
438,D:/CS4243_miniproj/captcha_img/test\tv3h-0.png,mwpw
439,D:/CS4243_miniproj/captcha_img/test\ievnex3t-0.png,6pwwpwww
440,D:/CS4243_miniproj/captcha_img/test\hptym6-0.png,w7wwww
441,D:/CS4243_miniproj/captcha_img/test\wrs4-0.png,wwwm
442,D:/CS4243_miniproj/captcha_img/test\dnhr6-0.png,wwwhmw
443,D:/CS4243_miniproj/captcha_img/test\ejpc940k-0.png,wwwwwpww
444,D:/CS4243_miniproj/captcha_img/test\i2j3gfg-0.png,wwppwwp
445,D:/CS4243_miniproj/captcha_img/test\wpuojf5f-0.png,wwpwppwwwwwwu
446,D:/CS4243_miniproj/captcha_img/test\rplw7-0.png,pwwww
447,D:/CS4243_miniproj/captcha_img/test\o31lq8te-0.png,wwwowwwp
448,D:/CS4243_miniproj/captcha_img/test\a0781s-0.png,wwwwmwmwww
449,D:/CS4243_miniproj/captcha_img/test\23osam-0.png,wwwwp3
450,D:/CS4243_miniproj/captcha_img/test\do05fv7a-0.png,w7wwpuwm
451,D:/CS4243_miniproj/captcha_img/test\d9yfbv-0.png,wpwww4
452,D:/CS4243_miniproj/captcha_img/test\klmv-0.png,m7ww
453,D:/CS4243_miniproj/captcha_img/test\6e8ky5vl-0.png,wwww7nw
454,D:/CS4243_miniproj/captcha_img/test\usb3g-0.png,mmwww
455,D:/CS4243_miniproj/captcha_img/test\0wla-0.png,wwwww
456,D:/CS4243_miniproj/captcha_img/test\h0n14-0.png,mwhwu
457,D:/CS4243_miniproj/captcha_img/test\xpelp8-0.png,wwwwwp
458,D:/CS4243_miniproj/captcha_img/test\88gtnpju-0.png,wwwwwwwhm
459,D:/CS4243_miniproj/captcha_img/test\mikvr626-0.png,wowwwwwmw
460,D:/CS4243_miniproj/captcha_img/test\gdg7h-0.png,wwwwm
461,D:/CS4243_miniproj/captcha_img/test\cpuanl-0.png,hwwww7
462,D:/CS4243_miniproj/captcha_img/test\d17ywi-0.png,wmmwwm
463,D:/CS4243_miniproj/captcha_img/test\vyxo9-0.png,wwwww
464,D:/CS4243_miniproj/captcha_img/test\5bsl06-0.png,wpm7wwww
465,D:/CS4243_miniproj/captcha_img/test\gaux8s-0.png,wwmwww
466,D:/CS4243_miniproj/captcha_img/test\3b84c7sq-0.png,wip7pwp
467,D:/CS4243_miniproj/captcha_img/test\0nucs59-0.png,wwwwwww
468,D:/CS4243_miniproj/captcha_img/test\etfjev-0.png,pwmwwww
469,D:/CS4243_miniproj/captcha_img/test\wz1l-0.png,wwuw
470,D:/CS4243_miniproj/captcha_img/test\tuyw-0.png,wwiow
471,D:/CS4243_miniproj/captcha_img/test\qbap-0.png,wmww
472,D:/CS4243_miniproj/captcha_img/test\fhjk-0.png,wwww7
473,D:/CS4243_miniproj/captcha_img/test\rglu-0.png,wwwuww
474,D:/CS4243_miniproj/captcha_img/test\4ll943lc-0.png,mwwwmmww
475,D:/CS4243_miniproj/captcha_img/test\mio3w55-0.png,o7mwwpww
476,D:/CS4243_miniproj/captcha_img/test\98en60a-0.png,wwwwmww
477,D:/CS4243_miniproj/captcha_img/test\9w7u-0.png,wwww
478,D:/CS4243_miniproj/captcha_img/test\nizig-0.png,wpiwp
479,D:/CS4243_miniproj/captcha_img/test\ivkgbwc-0.png,w7pwpwpw
480,D:/CS4243_miniproj/captcha_img/test\2y11w-0.png,wpwww
481,D:/CS4243_miniproj/captcha_img/test\g3eoac0n-0.png,ww7wupww
482,D:/CS4243_miniproj/captcha_img/test\jbbjm4dp-0.png,whwwmhwhww
483,D:/CS4243_miniproj/captcha_img/test\p1chhk9-0.png,wwhw7ww
484,D:/CS4243_miniproj/captcha_img/test\fyhq8-0.png,ppuwm
485,D:/CS4243_miniproj/captcha_img/test\4n6z-0.png,wppw
486,D:/CS4243_miniproj/captcha_img/test\v7cb2d-0.png,7w7wum
487,D:/CS4243_miniproj/captcha_img/test\i3ijtc-0.png,pwwwmwmww
488,D:/CS4243_miniproj/captcha_img/test\rk5tu-0.png,wwuww
489,D:/CS4243_miniproj/captcha_img/test\8ilfoyvf-0.png,wuwwpwmwwwpp
490,D:/CS4243_miniproj/captcha_img/test\ahmw48r0-0.png,www
491,D:/CS4243_miniproj/captcha_img/test\b30srp-0.png,wwpwwwww
492,D:/CS4243_miniproj/captcha_img/test\i4yahaly-0.png,pwwp3www
493,D:/CS4243_miniproj/captcha_img/test\8ga7-0.png,mwww
494,D:/CS4243_miniproj/captcha_img/test\fna1yfad-0.png,wwhn7hww
495,D:/CS4243_miniproj/captcha_img/test\jzttfxjt-0.png,wwwuwwww
496,D:/CS4243_miniproj/captcha_img/test\sb88r-0.png,wpmww
497,D:/CS4243_miniproj/captcha_img/test\x7mkdulu-0.png,wwmwwoww
498,D:/CS4243_miniproj/captcha_img/test\skok09tv-0.png,wwmww7ww
499,D:/CS4243_miniproj/captcha_img/test\icqb1t-0.png,whmwwpmwhww
500,D:/CS4243_miniproj/captcha_img/test\4g453z3p-0.png,mwmwwwwpw
501,D:/CS4243_miniproj/captcha_img/test\rtlr7-0.png,pw7wmpww
502,D:/CS4243_miniproj/captcha_img/test\rrfuwfhu-0.png,ww3wwpwwmm
503,D:/CS4243_miniproj/captcha_img/test\379cfumx-0.png,wwwmhw7w
504,D:/CS4243_miniproj/captcha_img/test\q8hz-0.png,whww
505,D:/CS4243_miniproj/captcha_img/test\x88o0-0.png,wpwwm
506,D:/CS4243_miniproj/captcha_img/test\6lkxo5-0.png,wwwwmp
507,D:/CS4243_miniproj/captcha_img/test\5yr6km-0.png,wmpwww
508,D:/CS4243_miniproj/captcha_img/test\uvt9-0.png,www4
509,D:/CS4243_miniproj/captcha_img/test\x31s3su-0.png,uwwwwpw
510,D:/CS4243_miniproj/captcha_img/test\42g6nr0-0.png,wpwwwwww
511,D:/CS4243_miniproj/captcha_img/test\jpquvw6-0.png,wwwwmwwm
512,D:/CS4243_miniproj/captcha_img/test\8ry9l4e-0.png,whmwwww
513,D:/CS4243_miniproj/captcha_img/test\s5d59n-0.png,wwkwpw
514,D:/CS4243_miniproj/captcha_img/test\765xos8-0.png,wpwppwo
515,D:/CS4243_miniproj/captcha_img/test\6mh8nbc-0.png,wwwm7pw
516,D:/CS4243_miniproj/captcha_img/test\xtzrp-0.png,upwww
517,D:/CS4243_miniproj/captcha_img/test\a10n8u7a-0.png,wwwwwwmw
518,D:/CS4243_miniproj/captcha_img/test\jajbc4x-0.png,wwpmwpm
519,D:/CS4243_miniproj/captcha_img/test\bkgkg-0.png,7wwwhw
520,D:/CS4243_miniproj/captcha_img/test\uv4a9chi-0.png,wwwwmw9w
521,D:/CS4243_miniproj/captcha_img/test\imr5u172-0.png,wwwwwwww
522,D:/CS4243_miniproj/captcha_img/test\fmg72z7c-0.png,wmwwpww
523,D:/CS4243_miniproj/captcha_img/test\m83m1d6o-0.png,mmwmwwpp
524,D:/CS4243_miniproj/captcha_img/test\5d7659-0.png,wwwpum
525,D:/CS4243_miniproj/captcha_img/test\cb0zfw-0.png,wmimwww
526,D:/CS4243_miniproj/captcha_img/test\d9bb-0.png,wwmw
527,D:/CS4243_miniproj/captcha_img/test\guvl-0.png,wmmw
528,D:/CS4243_miniproj/captcha_img/test\ycxb-0.png,wwww
529,D:/CS4243_miniproj/captcha_img/test\4eb0ys-0.png,wpwwww
530,D:/CS4243_miniproj/captcha_img/test\pwarq-0.png,wwwmp
531,D:/CS4243_miniproj/captcha_img/test\e0hie-0.png,wwwm
532,D:/CS4243_miniproj/captcha_img/test\rmg504-0.png,mww7wwwmp
533,D:/CS4243_miniproj/captcha_img/test\85yt3-0.png,mwwww
534,D:/CS4243_miniproj/captcha_img/test\c0u7m-0.png,pphw7
535,D:/CS4243_miniproj/captcha_img/test\imetse6c-0.png,hmmpwmwww
536,D:/CS4243_miniproj/captcha_img/test\nisie1-0.png,wwmuwm
537,D:/CS4243_miniproj/captcha_img/test\aiwh-0.png,wmmww
538,D:/CS4243_miniproj/captcha_img/test\3v02-0.png,mw5p
539,D:/CS4243_miniproj/captcha_img/test\sml0n3dv-0.png,3wwpwwmw
540,D:/CS4243_miniproj/captcha_img/test\u29s-0.png,wpnw
541,D:/CS4243_miniproj/captcha_img/test\ssut-0.png,pwww
542,D:/CS4243_miniproj/captcha_img/test\1ed0i9xz-0.png,wmwwm5w7
543,D:/CS4243_miniproj/captcha_img/test\4edetz3-0.png,w7wwwww
544,D:/CS4243_miniproj/captcha_img/test\0col7w-0.png,owwpwp
545,D:/CS4243_miniproj/captcha_img/test\ufze-0.png,4wpo
546,D:/CS4243_miniproj/captcha_img/test\nwtct-0.png,pwwww
547,D:/CS4243_miniproj/captcha_img/test\umygl4rs-0.png,mwpwwmp6
548,D:/CS4243_miniproj/captcha_img/test\uit6-0.png,wwwip
549,D:/CS4243_miniproj/captcha_img/test\lshlfbdi-0.png,wmwmwmwww
550,D:/CS4243_miniproj/captcha_img/test\g399jxe2-0.png,7hpw7www
551,D:/CS4243_miniproj/captcha_img/test\jils-0.png,pwhw
552,D:/CS4243_miniproj/captcha_img/test\x9rusb1-0.png,mwwwwww
553,D:/CS4243_miniproj/captcha_img/test\jkgtgsg-0.png,wwmwmww
554,D:/CS4243_miniproj/captcha_img/test\pkf116-0.png,wmwmwwm
555,D:/CS4243_miniproj/captcha_img/test\co6pmuf-0.png,hpwwm4h
556,D:/CS4243_miniproj/captcha_img/test\ci82-0.png,pmwww
557,D:/CS4243_miniproj/captcha_img/test\i2d24k-0.png,wwpwwwmww
558,D:/CS4243_miniproj/captcha_img/test\0pv2w1t-0.png,pwwwww7
559,D:/CS4243_miniproj/captcha_img/test\9snz6yol-0.png,wmmwwwpw
560,D:/CS4243_miniproj/captcha_img/test\80qkq-0.png,wwwpw
561,D:/CS4243_miniproj/captcha_img/test\rwc5wmx-0.png,wuowpw7
562,D:/CS4243_miniproj/captcha_img/test\wlt1oo-0.png,wpwwwm
563,D:/CS4243_miniproj/captcha_img/test\1dy0p-0.png,w7wwp
564,D:/CS4243_miniproj/captcha_img/test\b4bo0u-0.png,hwwiwwmhpwm
565,D:/CS4243_miniproj/captcha_img/test\3mtklt8z-0.png,pwwowwwwwwwwwwwwmwwww
566,D:/CS4243_miniproj/captcha_img/test\x61t0z-0.png,uwwpww
567,D:/CS4243_miniproj/captcha_img/test\f48o-0.png,mwmw
568,D:/CS4243_miniproj/captcha_img/test\7n9jlm-0.png,wwwwww
569,D:/CS4243_miniproj/captcha_img/test\ciixax-0.png,wwwpww
570,D:/CS4243_miniproj/captcha_img/test\vxtq4-0.png,wwwmu
571,D:/CS4243_miniproj/captcha_img/test\yaavh21e-0.png,wwpwwwww
572,D:/CS4243_miniproj/captcha_img/test\ugvgbp9-0.png,mwwwpww
573,D:/CS4243_miniproj/captcha_img/test\jdptyt0y-0.png,m4wwmwwm
574,D:/CS4243_miniproj/captcha_img/test\mf2p98q-0.png,mwwwpww
575,D:/CS4243_miniproj/captcha_img/test\4pz2t1zb-0.png,wwwwwwwk
576,D:/CS4243_miniproj/captcha_img/test\1awqu-0.png,wwmww
577,D:/CS4243_miniproj/captcha_img/test\xk798xe-0.png,wwwpww7
578,D:/CS4243_miniproj/captcha_img/test\dbs1ca45-0.png,ww7wwpww
579,D:/CS4243_miniproj/captcha_img/test\wwnvowv2-0.png,mwmwwwwwu
580,D:/CS4243_miniproj/captcha_img/test\ckxl-0.png,wwwm
581,D:/CS4243_miniproj/captcha_img/test\kprd-0.png,momw
582,D:/CS4243_miniproj/captcha_img/test\3r677-0.png,owmww
583,D:/CS4243_miniproj/captcha_img/test\dydqsftd-0.png,wwwmwww8
584,D:/CS4243_miniproj/captcha_img/test\eqenl-0.png,pwrww
585,D:/CS4243_miniproj/captcha_img/test\94k7yft-0.png,pwwwwww
586,D:/CS4243_miniproj/captcha_img/test\iwpf9p-0.png,www4ww
587,D:/CS4243_miniproj/captcha_img/test\95j98se-0.png,ppwwwwp
588,D:/CS4243_miniproj/captcha_img/test\iackdv2-0.png,wwwwpwp
589,D:/CS4243_miniproj/captcha_img/test\r2op4-0.png,www7w
590,D:/CS4243_miniproj/captcha_img/test\ddq99w-0.png,wpmwpw
591,D:/CS4243_miniproj/captcha_img/test\nfhgxq-0.png,hwpwwm
592,D:/CS4243_miniproj/captcha_img/test\affv2-0.png,wwwww
593,D:/CS4243_miniproj/captcha_img/test\sryx-0.png,wwww
594,D:/CS4243_miniproj/captcha_img/test\eznvbmw-0.png,wpwwww7ow
595,D:/CS4243_miniproj/captcha_img/test\0chnm34-0.png,pw
596,D:/CS4243_miniproj/captcha_img/test\kevp4bh2-0.png,m7wwwpmp
597,D:/CS4243_miniproj/captcha_img/test\t7zyxx-0.png,wwwwww
598,D:/CS4243_miniproj/captcha_img/test\2o6f-0.png,wwww
599,D:/CS4243_miniproj/captcha_img/test\uwgf2-0.png,pmw7w
600,D:/CS4243_miniproj/captcha_img/test\nb43cy-0.png,wwwwp7wwwww76
601,D:/CS4243_miniproj/captcha_img/test\uqdd8-0.png,wwomm
602,D:/CS4243_miniproj/captcha_img/test\n4yvfz-0.png,wmwwwu
603,D:/CS4243_miniproj/captcha_img/test\3mlhaz-0.png,ppmm
604,D:/CS4243_miniproj/captcha_img/test\1k94-0.png,wwwp
605,D:/CS4243_miniproj/captcha_img/test\j6q31-0.png,wmwwpp
606,D:/CS4243_miniproj/captcha_img/test\l5gh2m4k-0.png,wwwm7mww
607,D:/CS4243_miniproj/captcha_img/test\9x4a-0.png,uwmw
608,D:/CS4243_miniproj/captcha_img/test\wq9b-0.png,wwwm
609,D:/CS4243_miniproj/captcha_img/test\ipqyqd-0.png,wwu9w4
610,D:/CS4243_miniproj/captcha_img/test\fxy5kcx-0.png,mwwwmmmwwwwww
611,D:/CS4243_miniproj/captcha_img/test\gk9zgds-0.png,wwowwuw
612,D:/CS4243_miniproj/captcha_img/test\hc5rx39-0.png,w7wuwmw
613,D:/CS4243_miniproj/captcha_img/test\nurb3d-0.png,7wwwww6
614,D:/CS4243_miniproj/captcha_img/test\f40duv-0.png,wh4www
615,D:/CS4243_miniproj/captcha_img/test\yogyk-0.png,wwwpp
616,D:/CS4243_miniproj/captcha_img/test\twtk-0.png,wwww
617,D:/CS4243_miniproj/captcha_img/test\m1nvsk-0.png,7wow
618,D:/CS4243_miniproj/captcha_img/test\w8mv3xv-0.png,wwwwmwpw
619,D:/CS4243_miniproj/captcha_img/test\6jgczv-0.png,w7uw
620,D:/CS4243_miniproj/captcha_img/test\am3zutsp-0.png,8mwwmmww
621,D:/CS4243_miniproj/captcha_img/test\qavk-0.png,uwmw
622,D:/CS4243_miniproj/captcha_img/test\qq1o4o-0.png,wwwwwwh
623,D:/CS4243_miniproj/captcha_img/test\jp6r-0.png,ww6mw
624,D:/CS4243_miniproj/captcha_img/test\60rk8nk7-0.png,wwimwpmw
625,D:/CS4243_miniproj/captcha_img/test\zztd6-0.png,wwpmwh
626,D:/CS4243_miniproj/captcha_img/test\os9ul-0.png,wmpw
627,D:/CS4243_miniproj/captcha_img/test\dr1f-0.png,w7wo
628,D:/CS4243_miniproj/captcha_img/test\kgi2zx9p-0.png,owwwwwwmw
629,D:/CS4243_miniproj/captcha_img/test\kdd8gyk-0.png,w6www6w6www
630,D:/CS4243_miniproj/captcha_img/test\7q0s9-0.png,wmmwo
631,D:/CS4243_miniproj/captcha_img/test\ehk38v-0.png,iw6wpp
632,D:/CS4243_miniproj/captcha_img/test\agti-0.png,wpww
633,D:/CS4243_miniproj/captcha_img/test\z2m7-0.png,wwwp
634,D:/CS4243_miniproj/captcha_img/test\5ns95-0.png,mwmww
635,D:/CS4243_miniproj/captcha_img/test\jmike663-0.png,wpwpwwwmw
636,D:/CS4243_miniproj/captcha_img/test\l1ba-0.png,wwwnw
637,D:/CS4243_miniproj/captcha_img/test\g1sj8c-0.png,wwwwmww
638,D:/CS4243_miniproj/captcha_img/test\ldiw-0.png,mmww
639,D:/CS4243_miniproj/captcha_img/test\8u7c6-0.png,m7ww
640,D:/CS4243_miniproj/captcha_img/test\o7vcb93s-0.png,wwwmwwwwm
641,D:/CS4243_miniproj/captcha_img/test\t4bwrwp-0.png,wmwmwww
642,D:/CS4243_miniproj/captcha_img/test\wopik-0.png,mww4mw
643,D:/CS4243_miniproj/captcha_img/test\xun9-0.png,wwww
644,D:/CS4243_miniproj/captcha_img/test\7h0a-0.png,wmwp
645,D:/CS4243_miniproj/captcha_img/test\vecqb-0.png,wbmpw
646,D:/CS4243_miniproj/captcha_img/test\qeltw3mx-0.png,wwwwwwww
647,D:/CS4243_miniproj/captcha_img/test\48qgg4t-0.png,wwpwwww
648,D:/CS4243_miniproj/captcha_img/test\ja37ao13-0.png,wwwwwwwwpwww
649,D:/CS4243_miniproj/captcha_img/test\k7hm95v-0.png,wwwwwww
650,D:/CS4243_miniproj/captcha_img/test\0gil-0.png,w7mw
651,D:/CS4243_miniproj/captcha_img/test\jh02fn3a-0.png,wwwwpwpw
652,D:/CS4243_miniproj/captcha_img/test\3g79jlr-0.png,p4wuwnow
653,D:/CS4243_miniproj/captcha_img/test\s29j-0.png,wwwwm
654,D:/CS4243_miniproj/captcha_img/test\j227gma8-0.png,mwwww
655,D:/CS4243_miniproj/captcha_img/test\2oa73-0.png,ppwup
656,D:/CS4243_miniproj/captcha_img/test\m8gwskd-0.png,wwmwuww
657,D:/CS4243_miniproj/captcha_img/test\wkvh-0.png,wp6n
658,D:/CS4243_miniproj/captcha_img/test\vcdsf-0.png,mwopw
659,D:/CS4243_miniproj/captcha_img/test\bf90d36-0.png,hwwwwp7omwmpw
660,D:/CS4243_miniproj/captcha_img/test\rcnsiy-0.png,wpwpum
661,D:/CS4243_miniproj/captcha_img/test\ns45-0.png,hhp
662,D:/CS4243_miniproj/captcha_img/test\ukpaowzr-0.png,wwwwwww6ppw
663,D:/CS4243_miniproj/captcha_img/test\8py2-0.png,wpww
664,D:/CS4243_miniproj/captcha_img/test\ka0c2tco-0.png,vpwwwwwwww
665,D:/CS4243_miniproj/captcha_img/test\xeoav-0.png,wpwmw7
666,D:/CS4243_miniproj/captcha_img/test\kqs6ioi-0.png,wpwwwwwwm
667,D:/CS4243_miniproj/captcha_img/test\fxb3wssu-0.png,wwwwwhww
668,D:/CS4243_miniproj/captcha_img/test\26pw3-0.png,uwuww
669,D:/CS4243_miniproj/captcha_img/test\s2ln-0.png,wwww
670,D:/CS4243_miniproj/captcha_img/test\qgud508-0.png,mwmmwww
671,D:/CS4243_miniproj/captcha_img/test\jq1hrs-0.png,7wdwpp
672,D:/CS4243_miniproj/captcha_img/test\9tjryy-0.png,owwmww
673,D:/CS4243_miniproj/captcha_img/test\9ic2560-0.png,www7wwwm
674,D:/CS4243_miniproj/captcha_img/test\ermoo4-0.png,wwwhww
675,D:/CS4243_miniproj/captcha_img/test\3g34h-0.png,owpww
676,D:/CS4243_miniproj/captcha_img/test\w6w78fr-0.png,3wwwwww
677,D:/CS4243_miniproj/captcha_img/test\4rlub61-0.png,w7u
678,D:/CS4243_miniproj/captcha_img/test\m7otcn6-0.png,wwpwwww
679,D:/CS4243_miniproj/captcha_img/test\1imwt-0.png,mwwwww7
680,D:/CS4243_miniproj/captcha_img/test\dogbl-0.png,wwwmw
681,D:/CS4243_miniproj/captcha_img/test\7xfza9sy-0.png,wwwwwwwp
682,D:/CS4243_miniproj/captcha_img/test\alj0qd-0.png,6wmwwp
683,D:/CS4243_miniproj/captcha_img/test\eqyl-0.png,pw77
684,D:/CS4243_miniproj/captcha_img/test\qendxna-0.png,wwwwwhw
685,D:/CS4243_miniproj/captcha_img/test\qv6vn3-0.png,hwmww4
686,D:/CS4243_miniproj/captcha_img/test\7iiyi4h-0.png,wwwwmwm4wwmw
687,D:/CS4243_miniproj/captcha_img/test\qyro-0.png,wpww
688,D:/CS4243_miniproj/captcha_img/test\j1er1x92-0.png,wwwp7wwwu
689,D:/CS4243_miniproj/captcha_img/test\iml41oq-0.png,w6mwwwwm
690,D:/CS4243_miniproj/captcha_img/test\exz3r1y4-0.png,wwwhuwwwhp
691,D:/CS4243_miniproj/captcha_img/test\n4pkksmh-0.png,wppnwwmw
692,D:/CS4243_miniproj/captcha_img/test\wa7z-0.png,wpww
693,D:/CS4243_miniproj/captcha_img/test\glsq6wv-0.png,m3wwp3w
694,D:/CS4243_miniproj/captcha_img/test\d4ag-0.png,ww4p
695,D:/CS4243_miniproj/captcha_img/test\8vvo6nxj-0.png,wwwmwwpu
696,D:/CS4243_miniproj/captcha_img/test\bi4tc1t-0.png,wwwwwww
697,D:/CS4243_miniproj/captcha_img/test\tzubvo-0.png,pwwwww
698,D:/CS4243_miniproj/captcha_img/test\56zqhv-0.png,wmuwhm7
699,D:/CS4243_miniproj/captcha_img/test\uykm5t-0.png,mwwmww3wwumwpw
700,D:/CS4243_miniproj/captcha_img/test\ck2pg9-0.png,mmwwuw
701,D:/CS4243_miniproj/captcha_img/test\8vks9h-0.png,whwpow
702,D:/CS4243_miniproj/captcha_img/test\q9mqu13-0.png,wwwwwpwwwwww
